O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
51-9162.00	11965	FT	5	36.42	46	13.7548	14.7616	65.4594	N	08/2025	Incumbent
51-9162.00	11965	FT	6	16.13	46	8.2245	5.3502	39.5534	N	08/2025	Incumbent
51-9162.00	11965	FT	7	10.95	46	5.9893	3.4453	29.7601	N	08/2025	Incumbent
51-9162.00	11965	IM	n/a	3.95	45	0.2958	3.3553	4.5474	N	08/2025	Incumbent
51-9162.00	11965	RT	n/a	67.09	68	7.2014	51.5329	79.6316	N	08/2025	Incumbent
51-9162.00	11971	FT	1	5.40	45	4.3808	1.0049	24.3194	N	08/2025	Incumbent
51-9162.00	11971	FT	2	8.94	45	3.9679	3.5479	20.7738	N	08/2025	Incumbent
51-9162.00	11971	FT	3	17.94	45	7.0234	7.7143	36.3804	N	08/2025	Incumbent
51-9162.00	11971	FT	4	8.65	45	4.8741	2.6605	24.7127	N	08/2025	Incumbent
51-9162.00	11971	FT	5	43.89	45	6.7365	31.0714	57.5857	N	08/2025	Incumbent
51-9162.00	11971	FT	6	13.86	45	8.7444	3.5475	41.3171	N	08/2025	Incumbent
51-9162.00	11971	FT	7	1.31	45	0.9190	0.3138	5.2732	N	08/2025	Incumbent
51-9162.00	11971	IM	n/a	3.82	45	0.0590	3.6983	3.9362	N	08/2025	Incumbent
51-9162.00	11971	RT	n/a	67.84	68	11.4265	42.5818	85.7152	N	08/2025	Incumbent
51-9162.00	11964	FT	1	0.62	45	0.6601	0.0707	5.1597	N	08/2025	Incumbent
51-9162.00	11964	FT	2	0.00	45	0.0000	n/a	n/a	N	08/2025	Incumbent
51-9162.00	11964	FT	3	8.79	45	5.8829	2.1519	29.7160	N	08/2025	Incumbent
51-9162.00	11964	FT	4	31.91	45	12.1159	13.2189	59.0471	N	08/2025	Incumbent
51-9162.00	11964	FT	5	42.97	45	7.1812	29.4467	57.6250	N	08/2025	Incumbent
51-9162.00	11964	FT	6	8.48	45	4.9062	2.5266	24.8843	N	08/2025	Incumbent
51-9162.00	11964	FT	7	7.23	45	4.1492	2.1918	21.3296	N	08/2025	Incumbent
51-9162.00	11964	IM	n/a	3.81	45	0.3203	3.1661	4.4573	N	08/2025	Incumbent
51-9162.00	11964	RT	n/a	68.38	70	6.3708	54.5749	79.5620	N	08/2025	Incumbent
51-9162.00	11969	FT	1	4.46	51	4.4178	0.5785	27.2495	N	08/2025	Incumbent
51-9162.00	11969	FT	2	9.24	51	7.5552	1.6418	38.3333	N	08/2025	Incumbent
51-9162.00	11969	FT	3	10.46	51	5.3890	3.5444	27.0621	N	08/2025	Incumbent
51-9162.00	11969	FT	4	12.10	51	5.5540	4.6000	28.2082	N	08/2025	Incumbent
51-9162.00	11969	FT	5	34.75	51	15.2807	12.0927	67.3387	N	08/2025	Incumbent
51-9162.00	11969	FT	6	21.35	51	5.9089	11.8061	35.4977	N	08/2025	Incumbent
51-9162.00	11969	FT	7	7.64	51	3.8135	2.7200	19.6748	N	08/2025	Incumbent
51-9162.00	11969	IM	n/a	3.78	51	0.3085	3.1561	4.3952	N	08/2025	Incumbent
51-9162.00	11969	RT	n/a	79.07	70	5.9198	64.9218	88.5225	N	08/2025	Incumbent
51-9162.00	20922	FT	1	5.71	50	4.7257	1.0267	26.1119	N	08/2025	Incumbent
51-9162.00	20922	FT	2	33.43	50	22.6558	6.0975	79.5283	Y	08/2025	Incumbent
51-9162.00	20922	FT	3	8.45	50	5.1452	2.3670	25.9966	N	08/2025	Incumbent
51-9162.00	20922	FT	4	22.95	50	10.0072	8.7180	48.1531	N	08/2025	Incumbent
51-9162.00	20922	FT	5	18.17	50	6.9838	7.9562	36.3351	N	08/2025	Incumbent
51-9162.00	20922	FT	6	5.59	50	4.2360	1.1640	22.9112	N	08/2025	Incumbent
51-9162.00	20922	FT	7	5.70	50	4.2479	1.2200	22.8308	N	08/2025	Incumbent
51-9162.00	20922	IM	n/a	3.74	50	0.1462	3.4491	4.0368	N	08/2025	Incumbent
51-9162.00	20922	RT	n/a	72.51	69	7.6430	55.1024	85.0066	N	08/2025	Incumbent
51-9162.00	24013	FT	1	10.91	50	6.6913	2.9794	32.8158	N	08/2025	Incumbent
51-9162.00	24013	FT	2	34.67	50	7.7461	21.0636	51.3376	N	08/2025	Incumbent
51-9162.00	24013	FT	3	25.09	50	8.9640	11.3839	46.6221	N	08/2025	Incumbent
51-9162.00	24013	FT	4	25.00	50	5.2539	15.9523	36.9224	N	08/2025	Incumbent
51-9162.00	24013	FT	5	1.92	50	1.1718	0.5560	6.4000	N	08/2025	Incumbent
51-9162.00	24013	FT	6	0.00	50	0.0000	n/a	n/a	N	08/2025	Incumbent
51-9162.00	24013	FT	7	2.42	50	1.3442	0.7806	7.2237	N	08/2025	Incumbent
51-9162.00	24013	IM	n/a	3.56	49	0.1589	3.2450	3.8839	N	08/2025	Incumbent
51-9162.00	24013	RT	n/a	78.00	68	5.5172	65.1147	87.0767	N	08/2025	Incumbent
51-9162.00	11970	FT	1	5.90	43	4.5103	1.2034	24.4140	N	08/2025	Incumbent
51-9162.00	11970	FT	2	6.22	43	5.0402	1.1486	27.4917	N	08/2025	Incumbent
51-9162.00	11970	FT	3	24.50	43	9.4431	10.3772	47.6191	N	08/2025	Incumbent
51-9162.00	11970	FT	4	8.11	43	4.3979	2.6111	22.5037	N	08/2025	Incumbent
51-9162.00	11970	FT	5	38.58	43	7.4835	24.9344	54.3021	N	08/2025	Incumbent
51-9162.00	11970	FT	6	10.51	43	6.3195	2.9369	31.3064	N	08/2025	Incumbent
51-9162.00	11970	FT	7	6.18	43	2.7038	2.5023	14.4411	N	08/2025	Incumbent
51-9162.00	11970	IM	n/a	3.55	43	0.1406	3.2632	3.8309	N	08/2025	Incumbent
51-9162.00	11970	RT	n/a	62.10	68	6.8594	47.8029	74.5642	N	08/2025	Incumbent
51-9162.00	11973	FT	1	0.00	14	0.0000	n/a	n/a	Y	08/2025	Incumbent
51-9162.00	11973	FT	2	12.88	14	13.3076	1.1283	65.7080	Y	08/2025	Incumbent
51-9162.00	11973	FT	3	31.06	14	22.7998	4.3195	81.8018	Y	08/2025	Incumbent
51-9162.00	11973	FT	4	2.56	14	2.6644	0.2615	20.8704	N	08/2025	Incumbent
51-9162.00	11973	FT	5	40.63	14	15.0406	15.1032	72.4646	N	08/2025	Incumbent
51-9162.00	11973	FT	6	10.47	14	7.4385	2.0613	39.3741	N	08/2025	Incumbent
51-9162.00	11973	FT	7	2.40	14	2.5043	0.2452	19.8104	N	08/2025	Incumbent
51-9162.00	11973	IM	n/a	3.27	16	0.1418	2.9635	3.5680	N	08/2025	Incumbent
51-9162.00	11973	RT	n/a	31.51	70	5.7407	21.3007	43.8902	N	08/2025	Incumbent
51-9191.00	12607	FT	1	4.05	45	4.0740	0.5068	25.8899	N	07/2015	Incumbent
51-9191.00	12607	FT	2	0.00	45	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12607	FT	3	0.92	45	0.9693	0.1095	7.3200	N	07/2015	Incumbent
51-9191.00	12607	FT	4	0.00	45	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12607	FT	5	26.33	45	8.0321	13.4285	45.1543	N	07/2015	Incumbent
51-9191.00	12607	FT	6	27.55	45	5.4245	18.0270	39.6727	N	07/2015	Incumbent
51-9191.00	12607	FT	7	41.15	45	12.2323	20.1699	65.9319	N	07/2015	Incumbent
51-9191.00	12607	IM	n/a	4.59	47	0.1073	4.3765	4.8086	N	07/2015	Incumbent
51-9191.00	12607	RT	n/a	68.04	64	8.9257	48.3888	82.8658	N	07/2015	Incumbent
51-9191.00	12598	FT	1	0.00	50	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12598	FT	2	0.00	50	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12598	FT	3	0.00	50	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12598	FT	4	0.80	50	0.8586	0.0927	6.5950	N	07/2015	Incumbent
51-9191.00	12598	FT	5	42.92	50	8.5785	27.1161	60.3149	N	07/2015	Incumbent
51-9191.00	12598	FT	6	27.08	50	4.9493	18.3294	38.0634	N	07/2015	Incumbent
51-9191.00	12598	FT	7	29.19	50	6.1133	18.5391	42.7603	N	07/2015	Incumbent
51-9191.00	12598	IM	n/a	4.55	54	0.1511	4.2465	4.8527	N	07/2015	Incumbent
51-9191.00	12598	RT	n/a	80.23	64	10.9910	50.4010	94.1901	N	07/2015	Incumbent
51-9191.00	12599	FT	1	0.00	57	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12599	FT	2	0.00	57	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12599	FT	3	0.00	57	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12599	FT	4	4.15	57	2.9040	0.9941	15.7449	N	07/2015	Incumbent
51-9191.00	12599	FT	5	35.35	57	7.2485	22.4643	50.7960	N	07/2015	Incumbent
51-9191.00	12599	FT	6	9.63	57	2.9229	5.1572	17.2756	N	07/2015	Incumbent
51-9191.00	12599	FT	7	50.86	57	8.9754	33.5174	68.0039	N	07/2015	Incumbent
51-9191.00	12599	IM	n/a	4.54	58	0.0669	4.4026	4.6705	N	07/2015	Incumbent
51-9191.00	12599	RT	n/a	99.45	63	0.4697	97.0046	99.9019	N	07/2015	Incumbent
51-9191.00	12604	FT	1	0.00	58	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12604	FT	2	0.00	58	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12604	FT	3	0.26	58	0.2810	0.0302	2.2211	N	07/2015	Incumbent
51-9191.00	12604	FT	4	4.29	58	2.9577	1.0481	15.9419	N	07/2015	Incumbent
51-9191.00	12604	FT	5	37.41	58	6.3389	25.7923	50.6856	N	07/2015	Incumbent
51-9191.00	12604	FT	6	22.38	58	6.8516	11.5731	38.8445	N	07/2015	Incumbent
51-9191.00	12604	FT	7	35.66	58	11.7924	16.5291	60.8033	N	07/2015	Incumbent
51-9191.00	12604	IM	n/a	4.50	59	0.0685	4.3582	4.6324	N	07/2015	Incumbent
51-9191.00	12604	RT	n/a	99.76	63	0.2570	97.9966	99.9714	N	07/2015	Incumbent
51-9191.00	12601	FT	1	0.00	41	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12601	FT	2	0.25	41	0.2767	0.0272	2.2849	N	07/2015	Incumbent
51-9191.00	12601	FT	3	11.97	41	5.7584	4.3101	29.0941	N	07/2015	Incumbent
51-9191.00	12601	FT	4	11.03	41	5.7575	3.6463	28.8649	N	07/2015	Incumbent
51-9191.00	12601	FT	5	26.01	41	9.6130	11.3549	49.1026	N	07/2015	Incumbent
51-9191.00	12601	FT	6	31.65	41	9.4418	16.0804	52.7994	N	07/2015	Incumbent
51-9191.00	12601	FT	7	19.10	41	7.5441	8.0881	38.7743	N	07/2015	Incumbent
51-9191.00	12601	IM	n/a	4.46	45	0.1238	4.2073	4.7063	N	07/2015	Incumbent
51-9191.00	12601	RT	n/a	69.25	64	11.8122	42.6367	87.2169	N	07/2015	Incumbent
51-9191.00	12605	FT	1	0.22	51	0.2333	0.0249	1.8616	N	07/2015	Incumbent
51-9191.00	12605	FT	2	9.06	51	4.6290	3.1226	23.5439	N	07/2015	Incumbent
51-9191.00	12605	FT	3	6.56	51	5.7999	1.0367	31.9651	N	07/2015	Incumbent
51-9191.00	12605	FT	4	3.84	51	3.1955	0.6966	18.5112	N	07/2015	Incumbent
51-9191.00	12605	FT	5	33.51	51	7.4711	20.4433	49.7058	N	07/2015	Incumbent
51-9191.00	12605	FT	6	21.96	51	4.5482	14.1721	32.4111	N	07/2015	Incumbent
51-9191.00	12605	FT	7	24.86	51	5.4701	15.5224	37.3348	N	07/2015	Incumbent
51-9191.00	12605	IM	n/a	4.41	52	0.1352	4.1359	4.6789	N	07/2015	Incumbent
51-9191.00	12605	RT	n/a	82.38	64	5.4905	68.7041	90.8701	N	07/2015	Incumbent
51-9191.00	12597	FT	1	0.00	50	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12597	FT	2	6.33	50	3.7807	1.8416	19.5746	N	07/2015	Incumbent
51-9191.00	12597	FT	3	0.68	50	0.7334	0.0788	5.6821	N	07/2015	Incumbent
51-9191.00	12597	FT	4	9.59	50	3.9801	4.0432	21.0611	N	07/2015	Incumbent
51-9191.00	12597	FT	5	39.41	50	6.7897	26.8681	53.5306	N	07/2015	Incumbent
51-9191.00	12597	FT	6	7.55	50	3.6591	2.7676	18.9742	N	07/2015	Incumbent
51-9191.00	12597	FT	7	36.44	50	4.4747	27.9953	45.8053	N	07/2015	Incumbent
51-9191.00	12597	IM	n/a	4.35	51	0.1365	4.0801	4.6282	N	07/2015	Incumbent
51-9191.00	12597	RT	n/a	87.52	64	5.7294	71.0862	95.2415	N	07/2015	Incumbent
51-9191.00	12600	FT	1	0.00	51	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12600	FT	2	0.00	51	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12600	FT	3	0.68	51	0.7236	0.0795	5.5626	N	07/2015	Incumbent
51-9191.00	12600	FT	4	9.70	51	3.9625	4.1536	21.0449	N	07/2015	Incumbent
51-9191.00	12600	FT	5	40.42	51	9.7261	23.1615	60.4245	N	07/2015	Incumbent
51-9191.00	12600	FT	6	22.38	51	5.8636	12.7645	36.2202	N	07/2015	Incumbent
51-9191.00	12600	FT	7	26.82	51	10.4771	11.1454	51.7099	N	07/2015	Incumbent
51-9191.00	12600	IM	n/a	4.34	54	0.1297	4.0756	4.5958	N	07/2015	Incumbent
51-9191.00	12600	RT	n/a	93.58	63	3.3349	82.7753	97.7873	N	07/2015	Incumbent
51-9191.00	12609	FT	1	0.00	49	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12609	FT	2	3.40	49	2.9027	0.5934	17.2150	N	07/2015	Incumbent
51-9191.00	12609	FT	3	0.00	49	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12609	FT	4	8.04	49	5.2594	2.0493	26.7629	N	07/2015	Incumbent
51-9191.00	12609	FT	5	34.67	49	8.3983	20.1180	52.7982	N	07/2015	Incumbent
51-9191.00	12609	FT	6	12.27	49	3.2648	7.0601	20.4644	N	07/2015	Incumbent
51-9191.00	12609	FT	7	41.62	49	8.2552	26.4710	58.5313	N	07/2015	Incumbent
51-9191.00	12609	IM	n/a	4.24	51	0.1499	3.9418	4.5439	N	07/2015	Incumbent
51-9191.00	12609	RT	n/a	85.54	64	5.3699	71.3021	93.3730	N	07/2015	Incumbent
51-9191.00	12608	FT	1	0.00	53	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12608	FT	2	0.00	53	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12608	FT	3	0.67	53	0.7089	0.0783	5.4379	N	07/2015	Incumbent
51-9191.00	12608	FT	4	4.37	53	3.0120	1.0671	16.2495	N	07/2015	Incumbent
51-9191.00	12608	FT	5	48.88	53	4.4104	40.1581	57.6760	N	07/2015	Incumbent
51-9191.00	12608	FT	6	22.37	53	8.3773	9.8632	43.1358	N	07/2015	Incumbent
51-9191.00	12608	FT	7	23.71	53	7.1241	12.3572	40.6523	N	07/2015	Incumbent
51-9191.00	12608	IM	n/a	4.19	56	0.1148	3.9590	4.4191	N	07/2015	Incumbent
51-9191.00	12608	RT	n/a	95.14	64	3.1782	83.2093	98.7255	N	07/2015	Incumbent
51-9191.00	12603	FT	1	0.00	52	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9191.00	12603	FT	2	0.18	52	0.1995	0.0202	1.6233	N	07/2015	Incumbent
51-9191.00	12603	FT	3	0.68	52	0.7257	0.0808	5.5505	N	07/2015	Incumbent
51-9191.00	12603	FT	4	3.92	52	3.0943	0.7795	17.5062	N	07/2015	Incumbent
